,CountryCode,Year,NCD_BMI_30A,NCD_DIABETES_PREVALENCE_CRUDE,NCD_GLUC_03,NCD_PAA,SI_POV_DAY1,WHS5_512,WHOSIS_000001,WSH_SANITATION_BASIC,PHE_HHAIR_PROP_POP_POLLUTING_FUELS
3854,VEN,2013.0,22.831604,10.550873,8.6,42.189445,,,74.60132769,93.48796,3.5
3855,ARM,2006.0,17.740956,9.6603326,10.1,23.748884,3.2,,72.0117653,89.29506,7.7
3856,KHM,1997.0,0.80299675,3.3045072,3.7,,,,,,98.0
3857,TCD,1990.0,0.95189754,4.5296982,2.4,,,,,,95.0
3858,ROU,2011.0,20.841889,8.2413323,7.8,26.382589,5.7,,74.44084112,79.85591,0.0
3859,GUY,2022.0,28.45774,21.056096,,35.081787,,,,90.98921,0.0
3860,GEO,2005.0,21.984124,11.243303,10.5,16.879557,10.9,,72.04358005,88.62561,45.85
3861,YEM,2015.0,10.379971,11.091446,,26.052835,,,68.25299786,51.56879,43.0
3862,BFA,1995.0,0.9046426,3.6561955,2.5,,,,,,98.2
3863,JPN,2007.0,3.3074062,8.3855428,9.6,33.865177,,,82.7592849,99.98188,0.0
3864,HND,2014.0,24.029779,8.93723,7.2,33.297329,15.9,,69.52157081,77.65918,54.6
3865,MLT,2003.0,27.608997,10.370668,9.0,53.504379,,,78.67686,99.96506,0.0
3866,ARG,2007.0,22.632539,9.0705693,9.1,34.930912,2.9,,75.05610078,90.92704,1.4
3867,CAF,2013.0,6.1486293,14.484367,5.6,17.16638,,,49.31139043,16.72504,99.4
3868,ALB,2019.0,21.41809,12.073886,,23.305368,,,77.9406744,99.18307,17.9
3869,CAN,2007.0,23.415799,7.6651998,6.7,29.543549,0.2,,80.38195578,99.76076,0.0
3870,AUT,1997.0,11.14428,5.9592597,5.2,,,,,,0.0
3871,COK,2019.0,67.052567,31.68245,,28.958221,,,,85.43983,23.2
3872,FIN,1996.0,14.990586,5.3414494,6.8,,,,,,0.0
3873,COD,2018.0,5.5681154,7.1463004,,15.108739,,,61.4317933,16.72563,95.8
3874,SVK,2005.0,17.295092,6.3902497,7.0,25.805416,0.2,,74.09775351,99.27787,0.0
3875,GRC,2016.0,25.889155,11.478297,,33.562603,,,80.71256832,98.97961,0.0
3876,ASM,2021.0,74.937004,30.481344,,,,,,,
3877,WB_LMI,2015.0,9.2545606,14.015457,,32.413521,,,68.38628464,,
3878,GRL,2005.0,20.490588,5.9466854,,,,,,,
3879,TKL,2010.0,64.077455,35.161969,,,,,,,67.4
3880,BOL,2005.0,15.848163,8.7204091,5.4,22.006931,19.3,,68.73158288,40.47531,31.5
3881,MDG,1994.0,0.76823784,4.6128012,2.5,,,,,,98.6
3882,BGD,1998.0,0.68251695,9.0744913,5.0,,,,,,92.5
3883,LTU,2006.0,21.521351,9.5633321,8.6,23.023565,1.5,,70.89301238,87.23198,0.0
3884,LAO,2001.0,2.5454205,4.5595195,4.3,16.536835,,,58.88681637,31.32642,98.6
3885,YEM,2000.0,5.3509843,8.5283957,4.9,21.218632,,,63.08164608,45.23872,45.75
3886,VNM,1997.0,0.26034748,3.9566718,3.4,,,,,,93.5
3887,IDN,1991.0,1.5540621,4.0723532,3.8,,,,,,97.5
3888,LBN,2012.0,26.212105,15.390609,11.9,48.187809,,,78.05803939,90.01551,
3889,NIU,2018.0,64.249015,28.924617,,8.2154493,,,,97.7571,1.9
3890,GEO,2016.0,30.253759,11.582849,,21.280918,3.9,,72.63239027,86.87499,18.3
3891,BFA,2013.0,3.9218128,5.6222528,4.1,16.501362,,95.0,59.96461158,19.48161,92.4
3892,MNG,2007.0,14.419717,6.8329237,7.0,11.910376,1.3,,66.37749458,52.32919,70.3
3893,IND,1991.0,0.85884305,9.4571099,4.6,,,,,,87.7
3894,PRY,2017.0,28.715715,11.115742,,32.698212,1.2,,75.34684774,89.64469,32.8
3895,BTN,2016.0,8.8756934,12.319373,,10.078754,,,73.28424565,71.39454,17.8
3896,WB_UMI,1991.0,5.8202211,4.9196482,4.9,,,,,,
3897,SAU,2003.0,29.015076,19.13397,10.0,57.322075,,,71.30662801,95.19317,0.0
3898,MAR,1997.0,10.136448,9.8254018,6.3,,,,,,13.5
3899,PRT,2002.0,15.340389,7.3644556,7.4,42.948147,,,77.14647451,97.79516,0.0
3900,NPL,2001.0,1.3306713,7.6704279,6.1,11.238417,,,66.16930825,16.51269,93.5
3901,EGY,1995.0,23.365848,9.5596947,9.2,,,,,,43.5
3902,FIN,1994.0,14.407736,5.0982267,6.7,,,,,,0.0
3903,LAO,2019.0,6.8515815,7.9151444,,15.673491,,,68.35701918,78.94809,91.9
3904,ATG,1994.0,14.715263,8.8322304,5.9,,,,,,0.0
3905,WB_LMI,1990.0,3.3533599,7.6294333,4.3,,,,,,
3906,FSM,2019.0,45.596629,30.083635,,30.953568,,,65.9434567,90.4539,86.9
3907,AFR,2022.0,12.084236,8.5818119,,17.290684,,,,36.39706,76.55
3908,MMR,2015.0,5.7964545,9.3274742,,21.531542,6.2,,67.42672255,71.25587,78.9
3909,SVN,2005.0,15.237048,8.3141893,7.9,19.19796,0.0,,77.44125575,99.11168,0.0
3910,SGP,2021.0,13.142091,13.696636,,23.143036,,,83.85708962,100.0,0.0
3911,TKM,1990.0,8.5244223,8.735206,4.3,,,,,,3.75
3912,DZA,2004.0,15.177245,10.302447,7.4,24.561886,,,73.76320427,85.55907,1.9
3913,GHA,2007.0,8.9053534,4.408361,4.2,18.550148,,,60.66755486,11.94375,88.2
3914,SEN,1996.0,3.4235984,5.3202961,3.9,,,,,,71.7
3915,VUT,2017.0,19.680123,16.770934,,8.3941031,,,66.98064455,49.40308,85.2
3916,POL,2014.0,23.173168,10.041187,9.5,31.005335,0.0,,77.47281866,97.00371,0.0
3917,EUR,2021.0,22.371626,11.179293,,24.836569,,,76.28728907,96.78604,2.65
3918,LAO,1992.0,1.540128,4.4181444,3.4,,,,,,98.8
3919,TZA,2019.0,10.783537,5.1510148,,4.971077,,,66.78631383,29.09939,94.0
3920,MAR,2010.0,15.713571,13.868827,10.6,22.578655,,,72.37286998,77.91863,3.4
3921,BFA,2008.0,2.8855408,4.3938555,3.6,16.488342,,,57.43072999,16.25968,95.0
3922,NGA,1991.0,2.4245985,4.9094241,2.7,,,,,,99.4
3923,BGD,2005.0,1.3419455,11.142185,6.2,21.149612,25.7,,67.78759761,32.44318,90.6
3924,HRV,2005.0,18.23651,8.0815375,8.0,15.312483,,,75.47609796,97.71211,0.0
3925,SYR,2003.0,24.528827,12.450947,7.8,31.717184,,,72.65734085,88.90367,1.2
3926,CZE,2011.0,21.504064,8.6432777,9.2,23.209963,0.0,,77.78639074,99.13211,0.0
3927,HND,2020.0,28.092849,10.442752,,35.88401,,,70.3347631,82.78203,51.1
3928,BHS,2015.0,42.072505,17.879593,,37.403961,,,72.92357543,94.93058,0.0
3929,NPL,2012.0,3.3777904,10.362314,8.7,9.2666655,,,69.78951932,48.45818,74.9
3930,CMR,2015.0,12.534451,9.6636578,,20.141224,,,58.9843954,41.4078,77.2
3931,DJI,2022.0,11.346781,7.7719979,,16.979588,,,,66.90521,90.2
3932,DJI,2020.0,10.321248,7.3468685,,16.986313,,,65.26548162,66.72264,90.3
3933,BRA,2003.0,13.660304,6.5469168,6.1,32.715969,11.1,,72.30491342,75.81264,9.3
3934,GRC,2006.0,22.131526,9.9171571,8.2,30.786886,0.5,,79.74258324,98.19831,0.0
3935,DMA,2007.0,21.525547,18.867958,9.4,22.652466,,,,72.83234,13.5
3936,CMR,2003.0,8.2656592,4.5783143,3.8,23.354454,,,53.05889292,38.59077,87.3
3937,RWA,1999.0,0.97062709,2.9153159,1.8,,,,,,99.9
3938,HUN,2002.0,19.166353,8.9069217,8.2,18.763386,,,72.48544621,98.03961,0.0
3939,BFA,2014.0,4.1547708,5.9830781,4.2,16.505409,43.7,,60.46448541,20.08019,91.7
3940,LAO,2021.0,7.6065689,8.9590617,,15.775482,,,68.23189407,79.32396,90.4
3941,LVA,2007.0,20.153843,7.6593198,8.6,18.730949,0.5,,70.75226957,89.31975,0.0
3942,TCD,2009.0,4.0188141,6.1334215,4.1,21.014183,,,55.19430969,10.48359,97.5
3943,BFA,2002.0,1.7521031,3.7906233,3.0,16.161009,,,52.90685822,11.39374,96.9
3944,ZWE,2022.0,14.210777,9.6204408,,17.698755,,,,34.61786,69.5
3945,CUB,2018.0,19.456716,14.062484,,56.07415,,,77.85421876,90.16026,5.8
3946,ERI,1995.0,0.89310426,4.8056275,2.1,,,,,,97.9
3947,AFR,2002.0,6.442896,6.0851786,3.9,21.300076,,,53.8387504,25.87102,86.41
3948,BWA,1995.0,7.8468651,5.353697,3.9,,,,,,65.3
3949,COG,1998.0,4.6121299,7.4777022,4.0,,,,,,93.2
3950,QAT,1991.0,18.947339,10.105214,8.1,,,,,,0.0
3951,MDA,2013.0,22.963351,8.2570478,9.1,12.595661,0.1,8.0,71.32497048,78.92422,4.9
3952,BHR,2019.0,34.90743,16.368805,,37.60387,,,76.02945447,100.0,0.0
3953,GHA,2002.0,6.9187179,4.0225632,3.8,17.49539,,,59.31647181,7.23252,92.4
3954,KGZ,2004.0,14.921963,7.199318,6.1,17.060369,13.6,,66.99096069,93.10184,39.5
3955,SLV,1990.0,12.113187,4.7048014,5.2,,,,,,66.3
3956,IRL,2009.0,24.01749,5.6003977,6.7,32.081306,0.5,,79.53106576,89.95046,0.0
3957,SYC,2015.0,26.208946,15.81333,,20.785852,,,73.16237091,99.06007,0.0
3958,AFG,2012.0,10.262612,14.184703,8.0,27.400879,,,59.92210578,38.86031,77.1
3959,KIR,2014.0,43.795848,19.083455,22.0,35.359505,,,61.63073757,42.22958,94.5
3960,PRI,2014.0,35.846338,25.142464,,38.523365,,,79.89363862,,0.0
3961,ROU,1994.0,9.1840081,3.7043616,5.9,,,,,,0.0
3962,DJI,1990.0,2.2623071,4.3318782,4.5,,,,,,96.9
3963,AUS,2020.0,29.272527,9.6649855,,25.544798,,,83.36758916,100.0,0.0
3964,NZL,2019.0,32.297948,10.293067,,19.06703,,,81.81181567,100.0,0.0
3965,WSM,2001.0,47.3892,12.826666,14.7,37.105621,,,69.77577511,91.55192,81.5
3966,LKA,2010.0,5.0065152,14.343682,6.8,25.975603,,,74.13617419,84.88837,78.0
3967,WB_HI,1999.0,16.331664,7.8053899,7.1,,,,,,
3968,MNE,1999.0,11.140834,6.5303847,6.9,,,,,,33.3
3969,CAN,2014.0,24.967441,8.2022153,7.2,33.054905,,,81.59103957,99.17775,0.0
3970,SEN,1994.0,2.9576341,5.0998237,3.7,,,,,,75.4
3971,EGY,1996.0,24.228826,9.8106861,9.5,,,,,,38.6
3972,KGZ,2009.0,18.085529,7.5435624,7.0,17.525997,2.1,,68.88847772,94.93404,30.3
3973,BLR,1999.0,18.089163,5.3645093,7.7,,,,,,8.4
3974,NPL,2009.0,2.6531303,9.5748439,8.1,9.7240667,,,69.26898964,38.9431,80.0
3975,MLI,1992.0,1.7395679,4.0790372,3.0,,,,,,99.6
3976,MYS,2006.0,12.68584,11.612044,8.4,41.191528,,,74.30399222,94.12057,2.2
3977,PAK,2008.0,9.8592982,13.499187,8.5,32.526482,,,63.66141289,45.88949,66.8
3978,SEAR,2022.0,7.998073,19.330767,,40.386635,,,,78.99064,30.21
3979,BRA,2010.0,17.634043,8.1372499,7.3,35.046566,,,73.92337469,81.85421,6.0
3980,THA,2003.0,6.5843396,7.4279368,6.7,17.27936,,,72.03975902,93.25367,35.6
3981,FSM,2006.0,39.784306,24.842739,14.8,39.866917,,,64.28893329,49.57548,88.9
3982,NER,1996.0,1.4345543,4.1386828,2.6,,,,,,99.2
3983,NAM,2012.0,14.024325,7.4652575,5.2,30.488295,,,61.49462249,32.87362,58.0
3984,SWE,2003.0,13.16486,5.4145124,6.7,26.380756,0.2,,80.00643909,99.16164,0.0
3985,OMN,2013.0,25.321573,13.843489,7.5,36.558758,,,73.91615999,98.48642,0.0
3986,MKD,2017.0,24.6889,11.827935,,24.700428,,,75.98451895,96.71744,24.1
3987,BHS,2012.0,39.772788,16.688022,12.1,37.53923,,,72.84562635,93.90227,0.0
3988,SEN,2007.0,6.5948062,6.1452545,4.6,19.513874,,,63.89029063,44.23059,63.8
3989,LBN,2010.0,25.390035,14.537337,11.2,45.979916,,,77.96731586,87.39716,
3990,NZL,2017.0,31.45566,9.7550906,,19.359858,,,81.16380852,100.0,0.0
3991,MDA,2011.0,22.843184,7.7744745,8.6,13.087757,0.3,,69.82070445,77.61598,6.8
3992,FRA,2008.0,12.306335,6.429743,7.5,33.604973,0.0,,80.87497757,98.657,0.0
3993,FSM,1999.0,37.226892,19.442545,11.7,,,,,,89.2
3994,NOR,2011.0,16.27132,6.7349769,6.6,33.863495,0.0,,80.96925391,98.06163,0.0
3995,ALB,1993.0,11.255105,4.7284652,4.7,,,,,,78.25
3996,ESP,2006.0,19.653201,9.7544216,8.8,36.053867,0.7,,80.67223061,99.84873,0.0
3997,WB_LMI,2014.0,8.8964581,13.540015,7.7,31.58868,,,68.03975837,,
3998,USA,2006.0,33.014348,10.215388,8.0,31.069365,,,77.68331379,99.87105,0.0
3999,DZA,1996.0,11.844972,8.9377552,5.6,,,,,,6.4
4000,BIH,2014.0,17.976536,14.394695,9.3,18.202652,,,77.17772515,95.29053,57.9
4001,TKL,1994.0,56.150872,24.137069,,,,,,,68.5
4002,COK,2012.0,62.456352,31.488591,26.1,38.519444,,,,84.22968,20.1
4003,EST,2016.0,21.429379,9.6062295,,15.004502,,,77.71059498,99.06308,0.0
4004,RWA,1993.0,0.64994907,2.8134724,1.2,,,,,,99.9
4005,CHL,2003.0,22.792877,8.5176066,8.7,24.898355,4.2,,77.44592963,93.80314,0.0
4006,TON,2003.0,55.752987,17.525607,16.4,31.81085,,,71.25830559,88.58888,58.2
4007,BRN,1995.0,10.46079,7.8029215,5.8,,,,,,0.0
4008,AMR,2014.0,28.737929,12.028684,8.9,32.980064,,,76.83106727,90.27844,8.31
4009,LKA,2012.0,5.7161983,15.983354,7.3,27.710354,1.9,,75.63306733,86.55296,76.6
4010,WSM,1990.0,37.833783,8.9701466,8.7,,,,,,89.5
4011,SDN,1997.0,5.7491913,9.5926113,,,,,,,96.5
4012,LBR,2009.0,8.9576825,10.251265,4.8,24.05806,,,60.0506239,15.46139,99.6
4013,SLE,1994.0,2.311728,5.1696178,3.2,,,,,,100.0
4014,VNM,2007.0,0.53001852,4.2183597,4.2,19.588562,,,72.30106944,63.49686,63.0
4015,FRA,2022.0,9.6984781,4.4633899,,23.179119,,,,98.646,0.0
4016,VUT,2004.0,16.927215,8.7815061,9.3,13.584207,,,65.14603809,55.66557,86.4
4017,CAF,2004.0,3.9153174,12.505719,4.2,18.895254,,,45.61618547,20.40632,99.5
4018,TKL,2011.0,64.532238,35.061231,,,,,,,67.5
4019,SVK,1994.0,13.536759,5.7407171,6.2,,,,,,0.0
4020,IRN,2004.0,16.764997,7.101614,6.6,32.261623,,,74.56900109,81.16331,5.45
4021,SGP,2003.0,5.2344427,10.496242,8.6,24.481081,,,79.61117466,100.0,0.0
4022,CHN,1993.0,1.5461765,4.5926735,4.4,,,,,,66.1
4023,KAZ,2014.0,16.521442,8.6585104,11.5,23.711945,0.0,,71.47528342,97.6697,7.0
4024,SVK,2013.0,21.313964,8.2495473,8.4,24.304598,0.2,,76.47557345,97.71413,0.0
4025,CHL,1995.0,16.841273,6.013146,7.3,,,,,,0.0
4026,NZL,2007.0,26.652569,7.7865556,7.9,20.789957,,,80.04299252,100.0,0.0
4027,MDA,2020.0,22.987212,10.989249,,11.106687,,,72.14867013,83.68727,2.1
4028,VCT,2021.0,32.531589,16.151269,,30.102814,,,72.55709418,,9.2
4029,MKD,2021.0,26.933661,14.155369,,25.796831,,,72.99535604,98.97482,20.4
4030,MLI,1990.0,1.4640407,3.989917,2.9,,,,,,99.7
4031,GUY,2014.0,22.732639,17.458065,9.1,31.445107,,,66.55197342,86.10008,0.0
4032,TCD,1999.0,2.0164235,5.0814383,3.1,,,,,,97.0
4033,ROU,2010.0,19.794305,7.6436386,7.6,25.55489,4.5,,73.69918195,78.98116,0.0
4034,EST,2022.0,22.163188,12.178248,,15.939185,,,,99.06022,0.0
4035,SYR,2013.0,29.735985,15.803064,11.5,34.856586,,,64.68588767,91.909,2.7
4036,IRL,1994.0,15.422586,4.7711883,5.4,,,,,,0.0
4037,GUY,2005.0,17.128724,12.570132,6.6,28.011364,,,65.05195592,80.77586,0.0
4038,BHS,2014.0,41.314563,17.496306,12.7,37.448372,,,72.64786335,94.58781,0.0
4039,BFA,2010.0,3.2919168,4.7923569,3.8,16.515675,,,58.61217661,17.59317,94.2
4040,TZA,1992.0,2.2434227,4.0475417,2.5,,,,,,99.8
4041,LTU,2022.0,25.355321,14.758511,,20.225798,,,,95.30674,0.0
4042,BEL,1994.0,12.944634,4.5797333,6.7,,,,,,0.0
4043,BRA,2000.0,12.316149,6.2304653,5.7,31.879,,,71.4995438,73.1288,11.0
4044,CYP,2002.0,18.904747,7.3148005,6.7,42.470135,,,78.99615853,99.73965,0.0
4045,TKL,1991.0,54.185098,22.172901,,,,,,,68.8
4046,SSD,2022.0,8.6038262,7.4813038,,16.257408,,,,16.05518,100.0
4047,KIR,1990.0,30.88066,11.444786,8.6,,,,,,99.8
4048,KEN,2011.0,7.7635586,3.6011748,3.6,10.6184,,,61.98126671,32.12776,92.1
4049,SVK,1997.0,14.266115,5.8019709,6.3,,,,,,0.0
4050,BGR,2011.0,17.353885,10.658956,9.7,25.686758,2.2,,74.07018001,85.9417,
4051,GMB,2015.0,10.752814,8.5809737,,21.298756,10.1,,63.79523685,46.66468,97.9
4052,FJI,2006.0,24.909846,15.359753,12.9,20.845169,,,67.08069927,89.94934,70.1
4053,ZAF,1995.0,19.485892,9.8425716,5.8,,,,,,51.4
4054,IRQ,1999.0,25.355124,11.290096,8.4,,,,,,41.2
4055,VCT,2016.0,29.132119,14.174303,,28.492699,,,72.98153488,89.64348,6.1
4056,KHM,2014.0,2.5585286,5.1273633,5.9,13.154766,,,68.40636847,50.72396,81.5
4057,JPN,2021.0,5.3280465,10.957246,,43.929962,,,84.46067178,99.94064,0.0
4058,OMN,1992.0,14.454307,10.010692,5.5,,,,,,0.0
4059,SRB,1991.0,12.88328,6.6226497,6.2,,,,,,52.0
4060,KHM,1990.0,0.52955751,3.2411691,2.9,,,,,,99.6
4061,SAU,2016.0,37.41985,16.405089,,53.75983,,,76.75114086,95.29908,0.0
4062,LBY,2001.0,25.044107,13.514687,8.7,34.502834,,,73.7423441,90.41988,
4063,CHL,2019.0,35.988921,14.530593,,35.795231,,,81.02769155,100.0,0.0
4064,KEN,2006.0,6.0593162,3.6808155,3.1,11.74945,,,57.46429328,30.22314,95.5
4065,MEX,1992.0,15.90113,9.2746682,6.2,,,,,,23.65
4066,GTM,2008.0,17.402069,12.59926,6.8,17.686621,,,71.01416309,64.64834,63.3
4067,KHM,1999.0,0.91520101,3.2894921,3.9,,,,,,97.1
4068,SEAR,2009.0,3.839966,12.414592,7.0,27.844481,,,67.80764711,46.22924,67.98
4069,MLT,2016.0,30.973616,12.939337,,44.824486,,,81.88080877,99.96457,0.0
4070,MNE,1991.0,9.5550999,5.5698674,5.7,,,,,,36.4
4071,THA,1999.0,5.4280534,6.6264369,5.9,,,,,,41.9
4072,GAB,2016.0,17.450835,10.362102,,21.590057,,,64.25526743,48.91162,12.9
4073,PRI,1997.0,23.061204,13.886946,,,,,,,0.0
4074,GRD,2002.0,17.951165,12.390303,7.1,27.91934,,,71.12022945,90.31555,7.1
4075,SAU,1990.0,19.992548,14.239155,6.8,,,,,,0.0
4076,NIC,2015.0,29.378548,10.894371,,36.18539,,,78.26048387,71.85388,48.9
4077,WB_UMI,2011.0,10.574474,8.7150954,8.6,23.651258,,,73.48016867,,
4078,TTO,2010.0,24.129583,22.187462,10.3,40.117584,,,73.32339874,92.57616,0.0
4079,MLI,2022.0,11.372638,6.4788707,,29.820065,,,,50.20855,98.7
4080,ZMB,1994.0,2.6447488,3.8267903,3.1,,,,,,87.5
4081,MDV,2006.0,8.6154252,5.2652035,7.4,24.84429,,,73.36205884,82.94542,21.7
4082,LKA,2022.0,10.563637,27.206916,,37.182419,,,,95.08636,65.8
4083,PAN,1997.0,15.176904,5.0269313,5.6,,,,,,0.0
4084,SLE,2005.0,4.8627745,6.0729139,3.8,16.660288,,,52.10902537,9.53865,99.8
4085,BWA,2006.0,12.650856,5.8554072,5.0,26.98361,,,54.88555112,59.87078,46.9
4086,PAN,1996.0,14.527237,4.8726603,5.4,,,,,,0.0
4087,LCA,2011.0,25.352883,14.714648,12.6,22.481798,,,76.24846107,83.45544,4.4
4088,SGP,2016.0,9.9884853,11.522488,,23.13641,,,83.24199269,100.0,0.0
4089,COL,1996.0,10.022198,4.8954714,5.2,,,,,,26.5
4090,SVK,2016.0,23.02634,9.3742266,,23.881041,,,77.15076737,97.52626,0.0
4091,AUT,2014.0,14.307974,7.1301751,6.0,24.219566,0.2,,81.23527679,99.97859,0.0
4092,ARE,2001.0,26.059046,17.993575,7.6,47.054634,,,78.27568092,99.15687,0.0
4093,FRA,2004.0,12.288886,6.4765744,7.2,36.376347,0.0,,80.00018858,98.65997,0.0
4094,COD,2011.0,4.1915547,6.7455307,3.9,16.185995,,,57.88760041,19.12245,96.7
4095,SLV,2000.0,18.077204,6.9102816,7.0,30.307241,12.2,,71.64575132,80.56861,41.6
4096,HND,2000.0,14.600861,5.2562758,4.7,27.836864,,,69.7632118,64.25637,69.7
4097,GHA,2000.0,6.0756993,3.9463799,3.6,17.043276,,,59.08500401,6.24573,93.8
4098,CZE,1990.0,19.617319,6.5803237,7.9,,,,,,0.0
4099,BTN,2009.0,5.9756525,11.031298,8.2,10.813088,,,71.27007127,61.06873,37.6
4100,AMR,2003.0,22.143281,8.8410296,7.1,29.632395,,,74.69714507,85.38293,11.2
4101,EST,2007.0,19.731198,7.051184,8.6,13.669963,0.5,,73.12739174,99.43086,0.0
4102,KWT,2021.0,41.303608,24.210535,,63.274551,,,78.95211671,100.0,0.0
4103,TKL,1999.0,58.944023,27.582422,,,,,,,67.6
4104,ZWE,1990.0,5.6750953,5.9792258,3.2,,,,,,65.9
4105,LTU,2021.0,25.094804,14.449213,,20.367708,,,74.13314711,94.79596,0.0
4106,NPL,1991.0,0.54293466,6.3164629,4.2,,,,,,99.7
4107,UGA,1998.0,1.7282195,3.2604124,1.8,,,,,,99.1
4108,KEN,2001.0,4.4903338,3.6939628,2.8,12.978764,,,54.33283599,28.36561,97.9
4109,NPL,1999.0,1.1071699,7.3201492,5.6,,,,,,96.2
4110,SLB,2006.0,17.323531,6.4645201,8.6,30.248779,,,63.79244472,23.05825,91.7
4111,GHA,1998.0,5.2758642,3.8688272,3.4,,,,,,94.9
4112,UZB,2021.0,29.134151,16.641948,,30.316221,,,72.18877681,96.1847,20.2
4113,SOM,2019.0,12.87439,7.1895823,,18.13439,,,55.21397342,38.23091,96.5
4114,MMR,2022.0,7.4263416,13.481537,,22.000977,,,,74.13015,51.1
4115,EST,1992.0,13.99688,4.9828522,7.6,,,,,,0.0
4116,BRA,2014.0,20.753977,9.7483777,8.1,36.739151,2.8,,74.63621389,85.21064,4.6
4117,ZMB,2016.0,8.2667835,6.7324027,,14.680801,,,60.96146792,33.20939,86.7
4118,BHR,2021.0,35.720563,16.568813,,38.301353,,,74.38371772,100.0,0.0
4119,ESP,2013.0,18.565142,8.1951886,9.3,29.741404,1.2,,82.47881258,99.89917,0.0
4120,UGA,2016.0,5.315271,3.1738713,,6.4231672,41.7,,64.67477151,19.79224,98.9
4121,GNQ,1999.0,8.8181779,8.0924869,4.0,,,,,,81.7
4122,WB_HI,2008.0,20.879625,9.254051,8.1,31.365835,,,79.31835213,,
4123,STP,1994.0,4.3086428,5.8210392,4.9,,,,,,99.9
4124,CMR,2013.0,12.006788,8.3691336,4.6,20.699797,,78.0,58.1602222,40.92061,78.6
4125,HND,2021.0,28.787917,10.727476,,36.328106,,,68.96309289,83.60218,50.7
4126,GHA,1995.0,4.2355664,3.7698805,3.1,,,,,,96.2
4127,DZA,1991.0,10.174315,7.7147663,4.9,,,,,,12.4
4128,TUV,1992.0,48.359492,13.126196,11.7,,,,,,98.5
4129,SOM,2009.0,8.3752736,6.51979,4.5,19.334612,,,50.66979598,27.25765,99.1
4130,ARM,2018.0,22.835818,12.179916,,25.690872,,,75.62030513,93.69326,1.8
4131,GLOBAL,2019.0,14.545152,13.222994,,29.937374,,,73.12337447,77.42785,30.482272384
4132,BHS,1996.0,24.551362,9.278395,7.9,,,,,,0.0
4133,ATG,2016.0,29.296759,19.034518,,35.730274,,,75.54812509,97.39048,0.0
4134,VEN,2001.0,19.491847,7.8947052,7.3,36.271004,11.0,,73.89650756,86.94445,2.6
4135,ESP,2010.0,19.403346,8.8805497,9.0,32.567524,0.7,,81.693057,99.87743,0.0
4136,SWE,1992.0,9.2886932,4.3550648,6.2,,,,,,0.0
4137,BOL,1993.0,9.7010061,5.9931368,4.3,,,,,,44.2
4138,HTI,2021.0,10.412314,20.660624,,27.913328,,,62.4563858,37.30085,95.6
4139,LVA,2013.0,21.948831,9.2236273,9.3,16.843042,1.2,5.0,74.12560449,90.83324,0.0
4140,GRD,2010.0,22.720943,16.051938,8.6,30.773989,,,71.08230057,92.489,7.5
4141,HTI,1992.0,3.6010075,7.9356007,3.3,,,,,,98.2
4142,BHS,2010.0,38.140875,15.832989,11.7,37.600918,,,72.74533372,92.83828,0.0
4143,TKM,1996.0,10.254159,11.28491,4.9,,,,,,1.4
4144,CHN,1991.0,1.390992,4.3372422,4.2,,,,,,67.3
4145,BOL,2006.0,16.453698,8.9979663,5.5,21.958054,16.4,,69.1623043,41.57997,30.0
4146,KGZ,2010.0,18.747282,7.6919302,7.3,17.65522,4.1,,69.19156126,95.3014,28.7
4147,GHA,2004.0,7.7612698,4.1395903,4.0,17.947233,,,59.79633543,9.05995,91.0
4148,DOM,2002.0,15.561308,6.7472935,6.5,28.282965,5.6,,73.59133884,77.98204,14.6
4149,CHE,1993.0,9.5300652,4.3121479,4.7,,,,,,0.0
4150,PAK,2006.0,8.6539991,12.418947,8.2,30.869108,,,63.07149815,42.21291,69.7
4151,ECU,2013.0,20.761065,8.4871411,7.1,21.744051,3.2,,76.40415478,83.68007,5.9
4152,IND,2007.0,3.0131331,13.823342,6.9,30.04962,,,66.09434841,33.8835,69.3
4153,GHA,1992.0,3.3949178,3.6512993,2.8,,,,,,97.2
4154,CAF,2005.0,4.1584037,12.769158,4.3,18.688019,,,46.14092523,19.97215,99.5
4155,NPL,2013.0,3.6559019,10.642961,8.9,9.1274519,,80.0,69.97888467,51.75956,73.2
4156,LSO,2021.0,20.382537,5.9371918,,8.0386152,,,51.47907482,50.29887,50.2
4157,NLD,2014.0,13.889955,7.7453539,6.1,12.689708,0.0,,81.45622695,97.74682,0.0
4158,WSM,2000.0,46.581993,12.372594,14.0,38.528519,,,69.60483332,91.55053,82.4
4159,BIH,1995.0,12.779187,7.5826451,5.8,,,,,,42.5
4160,SYC,2019.0,27.877891,14.992571,,20.50481,,,73.12375678,100.0,0.0
4161,PAN,2008.0,23.232196,7.1425617,7.6,43.191574,5.2,,76.98278869,70.73329,0.0
4162,SOM,2011.0,9.1521926,6.5833621,4.6,18.973215,,,43.81163424,30.01958,98.75
4163,RUS,2014.0,22.670488,8.339715,9.3,14.858426,0.0,,70.68556822,87.56224,0.0
4164,ROU,2009.0,18.778308,7.0823364,7.5,24.750566,3.5,,73.44267621,78.10345,0.0
4165,GRD,2013.0,24.506371,17.491227,9.4,31.941849,,,72.62189848,91.49389,8.5
4166,LVA,2003.0,18.637107,7.0234925,8.3,20.008131,,,70.55494078,88.26265,0.0
